Canada,1553.000000
Turkey,717.880000
Netherlands,750.284000
Australia,1333.000000
Italy,1821.000000
Ireland,283.703000
Portugal,199.113000
UK,2861.000000
US,18037.000000
France,2419.000000
Switzerland,670.790000
Austria,376.950000
Korea,1378.000000
Germany,3363.000000
Chile,240.796000
Greece,194.851000
Belgium,455.086000
Japan,4383.000000
Spain,1193.000000
